time,CO,y,CO2,electricity,type,id,eclass,waiting,NOx,fuel,HC,x,route,relative_position,noise,angle,PMx,speed,edge_id,lane_number
10.2,125.86,15.72,2394.7,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,68.59,routebottom_0,36.33,56.78,37.04,0.05,2.03,bottom,0
10.3,125.86,15.9,2395.16,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,68.71,routebottom_0,36.53,56.78,36.75,0.05,2.03,bottom,0
10.4,125.86,16.08,2395.59,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,68.82,routebottom_0,36.74,56.78,36.46,0.05,2.03,bottom,0
10.5,125.86,16.26,2395.99,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,68.94,routebottom_0,36.94,56.79,36.15,0.05,2.03,bottom,0
10.6,125.86,16.44,2396.34,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,69.05,routebottom_0,37.14,56.79,35.79,0.05,2.03,bottom,0
10.7,125.86,16.62,2396.66,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,69.16,routebottom_0,37.35,56.8,35.43,0.05,2.03,bottom,0
10.8,125.85,16.8,2396.93,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,69.27,routebottom_0,37.55,56.8,35.11,0.05,2.03,bottom,0
10.9,125.84,16.98,2397.15,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,69.38,routebottom_0,37.75,56.8,34.84,0.05,2.04,bottom,0
11.0,125.84,17.16,2397.34,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,69.49,routebottom_0,37.96,56.8,34.57,0.05,2.04,bottom,0
11.1,125.83,17.34,2397.47,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,69.6,routebottom_0,38.16,56.81,34.29,0.05,2.04,bottom,0
11.2,125.81,17.53,2397.57,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,69.71,routebottom_0,38.36,56.81,34.01,0.05,2.04,bottom,0
11.3,125.8,17.71,2397.62,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,69.81,routebottom_0,38.57,56.81,33.63,0.05,2.04,bottom,0
11.4,125.79,17.9,2397.63,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,69.91,routebottom_0,38.77,56.81,33.24,0.05,2.04,bottom,0
11.5,125.77,18.09,2397.59,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,70.02,routebottom_0,38.98,56.81,32.88,0.05,2.04,bottom,0
11.6,125.75,18.27,2397.52,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,70.12,routebottom_0,39.18,56.81,32.58,0.05,2.04,bottom,0
11.7,125.74,18.46,2397.41,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,70.22,routebottom_0,39.38,56.81,32.29,0.05,2.04,bottom,0
11.8,125.72,18.65,2397.26,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,70.32,routebottom_0,39.59,56.81,31.99,0.05,2.04,bottom,0
11.9,125.7,18.83,2397.08,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,70.43,routebottom_0,39.79,56.81,31.69,0.05,2.04,bottom,0
12.0,125.68,19.02,2396.87,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,70.52,routebottom_0,40.0,56.81,31.3,0.05,2.05,bottom,0
12.1,125.66,19.21,2396.63,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,70.62,routebottom_0,40.2,56.81,30.91,0.05,2.05,bottom,0
12.2,125.64,19.41,2396.37,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,70.71,routebottom_0,40.41,56.81,30.52,0.05,2.05,bottom,0
12.3,125.63,19.6,2396.08,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,70.81,routebottom_0,40.61,56.81,30.25,0.05,2.05,bottom,0
12.4,125.61,19.79,2395.77,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,70.9,routebottom_0,40.82,56.81,29.97,0.05,2.05,bottom,0
12.5,125.59,19.98,2395.44,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,71.0,routebottom_0,41.02,56.8,29.7,0.05,2.05,bottom,0
12.6,125.57,20.17,2395.1,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,71.09,routebottom_0,41.23,56.8,29.43,0.05,2.05,bottom,0
12.7,125.56,20.36,2394.75,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,71.18,routebottom_0,41.43,56.8,29.1,0.05,2.05,bottom,0
12.8,125.54,20.56,2394.4,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,71.27,routebottom_0,41.64,56.8,28.75,0.05,2.05,bottom,0
12.9,125.53,20.75,2394.04,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,71.36,routebottom_0,41.84,56.8,28.4,0.05,2.05,bottom,0
13.0,125.51,20.95,2393.67,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,71.45,routebottom_0,42.05,56.79,28.11,0.05,2.05,bottom,0
13.1,125.5,21.14,2393.31,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,71.54,routebottom_0,42.25,56.79,27.83,0.05,2.05,bottom,0
13.2,125.49,21.34,2392.96,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,71.63,routebottom_0,42.46,56.79,27.55,0.05,2.05,bottom,0
13.3,125.48,21.53,2392.61,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,71.72,routebottom_0,42.66,56.79,27.27,0.05,2.05,bottom,0
13.4,125.47,21.73,2392.27,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,71.8,routebottom_0,42.87,56.78,26.93,0.05,2.05,bottom,0
13.5,125.46,21.93,2391.95,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,71.88,routebottom_0,43.07,56.78,26.55,0.05,2.05,bottom,0
13.6,125.45,22.13,2391.63,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,71.96,routebottom_0,43.28,56.78,26.16,0.05,2.05,bottom,0
13.7,0.0,22.32,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,72.04,routebottom_0,43.48,56.78,25.84,0.0,2.05,bottom,0
13.8,0.0,22.52,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,72.12,routebottom_0,43.69,56.77,25.56,0.0,2.05,bottom,0
13.9,0.0,22.72,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,72.2,routebottom_0,43.89,56.77,25.28,0.0,2.05,bottom,0
14.0,0.0,22.92,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,72.28,routebottom_0,44.1,56.77,25.0,0.0,2.05,bottom,0
14.1,0.0,23.12,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,72.36,routebottom_0,44.31,56.77,24.7,0.0,2.05,bottom,0
14.2,0.0,23.32,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,72.43,routebottom_0,44.51,56.77,24.32,0.0,2.05,bottom,0
14.3,0.0,23.52,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,72.5,routebottom_0,44.72,56.76,23.93,0.0,2.05,bottom,0
14.4,0.0,23.72,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,72.57,routebottom_0,44.92,56.76,23.6,0.0,2.05,bottom,0
14.5,0.0,23.93,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,72.64,routebottom_0,45.13,56.76,23.31,0.0,2.05,bottom,0
14.6,0.0,24.13,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,72.71,routebottom_0,45.33,56.76,23.02,0.0,2.05,bottom,0
14.7,0.0,24.33,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,72.78,routebottom_0,45.54,56.76,22.73,0.0,2.05,bottom,0
14.8,0.0,24.53,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,72.85,routebottom_0,45.74,56.76,22.44,0.0,2.05,bottom,0
14.9,0.0,24.74,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,72.92,routebottom_0,45.95,56.76,22.07,0.0,2.05,bottom,0
15.0,0.0,24.94,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,72.98,routebottom_0,46.15,56.76,21.71,0.0,2.05,bottom,0
15.1,0.0,25.14,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,73.05,routebottom_0,46.36,56.76,21.37,0.0,2.05,bottom,0
15.2,0.0,25.35,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,73.11,routebottom_0,46.56,56.76,21.08,0.0,2.05,bottom,0
15.3,0.0,25.55,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,73.17,routebottom_0,46.77,56.76,20.79,0.0,2.05,bottom,0
15.4,0.0,25.75,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,73.24,routebottom_0,46.97,56.76,20.5,0.0,2.05,bottom,0
15.5,0.0,25.96,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,73.3,routebottom_0,47.18,56.77,20.21,0.0,2.05,bottom,0
15.6,0.0,26.16,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,73.36,routebottom_0,47.38,56.77,19.82,0.0,2.05,bottom,0
15.7,0.0,26.37,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,73.41,routebottom_0,47.58,56.77,19.42,0.0,2.05,bottom,0
15.8,0.0,26.58,0.0,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,73.47,routebottom_0,47.79,56.77,19.03,0.0,2.05,bottom,0
15.9,125.55,26.78,2392.12,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,73.52,routebottom_0,47.99,56.78,18.73,0.05,2.05,bottom,0
16.0,125.55,26.99,2392.53,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,73.58,routebottom_0,48.2,56.78,18.44,0.05,2.05,bottom,0
16.1,125.56,27.2,2392.97,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,73.63,routebottom_0,48.4,56.78,18.15,0.05,2.05,bottom,0
16.2,125.56,27.4,2393.44,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,73.68,routebottom_0,48.61,56.79,17.85,0.05,2.05,bottom,0
16.3,125.57,27.61,2393.95,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,73.73,routebottom_0,48.81,56.79,17.51,0.05,2.05,bottom,0
16.4,125.57,27.82,2394.48,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,73.78,routebottom_0,49.02,56.8,17.14,0.05,2.05,bottom,0
16.5,125.57,28.03,2395.05,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,73.83,routebottom_0,49.22,56.8,16.78,0.05,2.05,bottom,0
16.6,125.57,28.23,2395.65,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,73.88,routebottom_0,49.43,56.81,16.5,0.05,2.05,bottom,0
16.7,125.57,28.44,2396.28,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,73.93,routebottom_0,49.63,56.81,16.24,0.05,2.05,bottom,0
16.8,125.57,28.65,2396.93,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,73.98,routebottom_0,49.84,56.82,15.98,0.05,2.05,bottom,0
16.9,125.57,28.86,2397.62,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,74.02,routebottom_0,50.04,56.83,15.72,0.05,2.05,bottom,0
17.0,125.56,29.07,2398.34,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,74.07,routebottom_0,50.25,56.83,15.41,0.05,2.05,bottom,0
17.1,125.55,29.28,2399.09,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,74.11,routebottom_0,50.46,56.84,15.03,0.05,2.06,bottom,0
17.2,125.54,29.49,2399.87,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,74.14,routebottom_0,50.66,56.85,14.65,0.05,2.06,bottom,0
17.3,125.53,29.7,2400.68,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,74.18,routebottom_0,50.87,56.86,14.32,0.05,2.06,bottom,0
17.4,125.51,29.92,2401.52,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,74.22,routebottom_0,51.07,56.87,14.01,0.05,2.06,bottom,0
17.5,125.49,30.13,2402.39,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,74.26,routebottom_0,51.28,56.88,13.71,0.05,2.06,bottom,0
17.6,125.47,30.34,2403.3,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,74.29,routebottom_0,51.49,56.89,13.41,0.05,2.07,bottom,0
17.7,125.45,30.55,2404.23,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,74.33,routebottom_0,51.69,56.9,13.08,0.05,2.07,bottom,0
17.8,125.42,30.77,2405.2,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,74.36,routebottom_0,51.9,56.91,12.69,0.05,2.07,bottom,0
17.9,125.4,30.98,2406.21,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,74.39,routebottom_0,52.11,56.92,12.31,0.05,2.08,bottom,0
18.0,125.36,31.19,2407.25,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,74.42,routebottom_0,52.32,56.94,11.99,0.05,2.08,bottom,0
18.1,125.33,31.41,2408.32,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.04,1.04,0.63,74.45,routebottom_0,52.52,56.95,11.72,0.05,2.08,bottom,0
18.2,125.29,31.62,2409.43,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.63,74.49,routebottom_0,52.73,56.96,11.44,0.05,2.09,bottom,0
18.3,125.24,31.84,2410.57,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.63,74.52,routebottom_0,52.94,56.98,11.17,0.05,2.09,bottom,0
18.4,125.2,32.06,2411.76,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.63,74.55,routebottom_0,53.15,56.99,10.87,0.05,2.09,bottom,0
18.5,125.15,32.27,2412.98,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,74.57,routebottom_0,53.36,57.0,10.48,0.05,2.1,bottom,0
18.6,125.09,32.49,2414.25,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,74.59,routebottom_0,53.57,57.02,10.1,0.05,2.1,bottom,0
18.7,125.03,32.71,2415.55,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,74.61,routebottom_0,53.78,57.04,9.75,0.05,2.11,bottom,0
18.8,124.97,32.93,2416.9,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,74.63,routebottom_0,53.99,57.05,9.44,0.05,2.12,bottom,0
18.9,124.9,33.15,2418.29,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,74.65,routebottom_0,54.21,57.07,9.12,0.05,2.12,bottom,0
19.0,124.83,33.37,2419.73,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,74.67,routebottom_0,54.42,57.09,8.8,0.05,2.13,bottom,0
19.1,124.75,33.59,2421.22,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,74.69,routebottom_0,54.63,57.11,8.46,0.05,2.14,bottom,0
19.2,124.67,33.82,2422.75,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,74.71,routebottom_0,54.85,57.13,8.06,0.05,2.14,bottom,0
19.3,124.58,34.04,2424.33,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,74.72,routebottom_0,55.06,57.15,7.66,0.05,2.15,bottom,0
19.4,124.49,34.27,2425.96,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,74.74,routebottom_0,55.28,57.17,7.33,0.05,2.16,bottom,0
19.5,124.39,34.49,2427.64,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,74.75,routebottom_0,55.49,57.19,7.05,0.05,2.17,bottom,0
19.6,124.29,34.72,2429.38,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,74.77,routebottom_0,55.71,57.21,6.77,0.05,2.17,bottom,0
19.7,124.18,34.94,2431.17,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.05,0.62,74.78,routebottom_0,55.93,57.24,6.49,0.05,2.18,bottom,0
19.8,124.07,35.17,2433.02,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.05,0.62,74.79,routebottom_0,56.15,57.26,6.16,0.05,2.19,bottom,0
19.9,123.94,35.4,2434.92,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.05,0.62,74.8,routebottom_0,56.37,57.28,5.76,0.05,2.2,bottom,0
20.0,123.82,35.63,2436.88,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.05,1.05,0.62,74.8,routebottom_0,56.59,57.31,5.37,0.05,2.21,bottom,0
20.1,123.68,35.87,2438.9,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.62,74.81,routebottom_0,56.81,57.33,5.04,0.05,2.23,bottom,0
20.2,123.55,36.1,2440.98,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.62,74.81,routebottom_0,57.04,57.36,4.72,0.05,2.24,bottom,0
20.3,123.4,36.33,2443.13,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.62,74.82,routebottom_0,57.26,57.39,4.4,0.05,2.25,bottom,0
20.4,123.25,36.57,2445.33,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.62,74.82,routebottom_0,57.49,57.42,4.08,0.05,2.26,bottom,0
20.5,123.09,36.76,2447.6,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.62,74.82,routebottom_0,0.12,57.44,3.71,0.05,2.27,right,0
20.6,122.92,37.0,2449.94,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.62,74.81,routebottom_0,0.35,57.47,3.28,0.05,2.29,right,0
20.7,122.75,37.24,2452.34,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.61,74.81,routebottom_0,0.58,57.5,2.89,0.05,2.3,right,0
20.8,122.57,37.48,2454.8,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.06,1.06,0.61,74.8,routebottom_0,0.81,57.53,2.57,0.05,2.32,right,0
20.9,122.38,37.72,2457.34,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.06,1.06,0.61,74.8,routebottom_0,1.04,57.56,2.25,0.05,2.33,right,0
21.0,122.19,37.97,2459.94,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.06,1.06,0.61,74.79,routebottom_0,1.28,57.6,1.94,0.05,2.35,right,0
21.1,121.98,38.22,2462.6,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.06,1.06,0.61,74.79,routebottom_0,1.51,57.63,1.58,0.05,2.36,right,0
21.2,121.78,38.46,2465.34,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.06,1.06,0.61,74.77,routebottom_0,1.75,57.66,1.13,0.05,2.38,right,0
21.3,121.56,38.71,2468.15,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.06,1.06,0.61,74.75,routebottom_0,1.99,57.69,0.69,0.05,2.4,right,0
21.4,121.33,38.96,2471.02,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.07,1.06,0.61,74.74,routebottom_0,2.23,57.73,0.33,0.05,2.42,right,0
21.5,121.1,39.22,2473.96,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.07,1.06,0.61,74.72,routebottom_0,2.47,57.76,359.96,0.05,2.44,right,0
21.6,120.86,39.47,2476.97,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.07,1.06,0.61,74.7,routebottom_0,2.72,57.8,359.59,0.05,2.45,right,0
21.7,120.62,39.73,2480.05,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.07,1.07,0.61,74.69,routebottom_0,2.97,57.83,359.21,0.05,2.47,right,0
21.8,120.36,39.99,2483.2,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.07,1.07,0.6,74.66,routebottom_0,3.22,57.87,358.74,0.05,2.5,right,0
21.9,120.1,40.25,2486.41,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.07,1.07,0.6,74.64,routebottom_0,3.47,57.9,358.28,0.05,2.52,right,0
22.0,119.83,40.51,2489.69,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.07,1.07,0.6,74.61,routebottom_0,3.72,57.94,357.93,0.05,2.54,right,0
22.1,119.55,40.78,2493.03,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.07,1.07,0.6,74.58,routebottom_0,3.98,57.98,357.58,0.05,2.56,right,0
22.2,119.26,41.05,2496.43,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.07,1.07,0.6,74.56,routebottom_0,4.24,58.01,357.23,0.05,2.58,right,0
22.3,118.97,41.32,2499.89,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.07,1.07,0.6,74.53,routebottom_0,4.5,58.05,356.83,0.05,2.61,right,0
22.4,118.67,41.59,2503.41,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.07,1.08,0.6,74.49,routebottom_0,4.76,58.09,356.33,0.05,2.63,right,0
22.5,118.36,41.86,2506.99,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.6,74.45,routebottom_0,5.03,58.13,355.9,0.05,2.66,right,0
22.6,118.04,42.14,2510.62,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.59,74.41,routebottom_0,5.29,58.16,355.52,0.05,2.68,right,0
22.7,117.71,42.42,2514.3,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.59,74.37,routebottom_0,5.57,58.2,355.13,0.05,2.71,right,0
22.8,117.38,42.7,2518.03,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.59,74.33,routebottom_0,5.84,58.24,354.75,0.05,2.73,right,0
22.9,117.04,42.98,2521.8,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.59,74.28,routebottom_0,6.11,58.28,354.26,0.05,2.76,right,0
23.0,116.69,43.27,2525.6,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.08,1.09,0.59,74.23,routebottom_0,6.39,58.32,353.76,0.05,2.79,right,0
23.1,116.34,43.56,2529.44,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.08,1.09,0.59,74.17,routebottom_0,6.68,58.36,353.37,0.05,2.82,right,0
23.2,115.98,43.85,2533.31,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.08,1.09,0.59,74.12,routebottom_0,6.96,58.39,353.01,0.05,2.85,right,0
23.3,115.61,44.15,2537.21,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.08,1.09,0.58,74.07,routebottom_0,7.25,58.43,352.64,0.05,2.88,right,0
23.4,115.23,44.44,2541.12,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.09,1.09,0.58,74.01,routebottom_0,7.54,58.47,352.15,0.05,2.91,right,0
23.5,114.85,44.74,2545.04,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.09,1.09,0.58,73.94,routebottom_0,7.83,58.51,351.6,0.05,2.94,right,0
23.6,114.45,45.04,2548.97,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.09,1.1,0.58,73.87,routebottom_0,8.13,58.54,351.13,0.05,2.97,right,0
23.7,114.06,45.35,2552.89,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.09,1.1,0.58,73.8,routebottom_0,8.43,58.58,350.68,0.05,3.0,right,0
23.8,113.65,45.66,2556.8,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.09,1.1,0.58,73.72,routebottom_0,8.73,58.62,350.23,0.05,3.03,right,0
23.9,113.24,45.96,2560.7,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.09,1.1,0.57,73.65,routebottom_0,9.04,58.65,349.7,0.05,3.06,right,0
24.0,112.82,46.28,2564.56,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.09,1.1,0.57,73.56,routebottom_0,9.35,58.69,349.13,0.05,3.1,right,0
24.1,112.39,46.59,2568.39,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.09,1.1,0.57,73.48,routebottom_0,9.66,58.72,348.7,0.05,3.13,right,0
24.2,111.96,46.91,2572.17,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.09,1.11,0.57,73.4,routebottom_0,9.98,58.76,348.28,0.05,3.16,right,0
24.3,111.52,47.23,2575.91,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.09,1.11,0.57,73.31,routebottom_0,10.3,58.79,347.86,0.05,3.2,right,0
24.4,111.08,47.56,2579.58,0.0,idm,idm_2,HBEFA3/PC_G_EU4,0.0,1.09,1.11,0.56,73.21,routebottom_0,10.62,58.83,347.27,0.05,3.23,right,0
