time,CO,y,CO2,electricity,type,id,eclass,waiting,NOx,fuel,HC,x,route,relative_position,noise,angle,PMx,speed,edge_id,lane_number
14.2,125.69,7.25,2396.15,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,61.05,routebottom_0,25.41,56.8,54.12,0.05,2.04,bottom,0
14.3,125.68,7.39,2396.03,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,61.21,routebottom_0,25.61,56.8,53.76,0.05,2.04,bottom,0
14.4,125.67,7.53,2395.89,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,61.37,routebottom_0,25.82,56.8,53.46,0.05,2.05,bottom,0
14.5,125.65,7.67,2395.73,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,61.54,routebottom_0,26.02,56.8,53.17,0.05,2.05,bottom,0
14.6,125.64,7.81,2395.55,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,61.7,routebottom_0,26.23,56.8,52.88,0.05,2.05,bottom,0
14.7,125.62,7.94,2395.35,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,61.86,routebottom_0,26.43,56.8,52.58,0.05,2.05,bottom,0
14.8,125.61,8.08,2395.13,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,62.02,routebottom_0,26.64,56.8,52.24,0.05,2.05,bottom,0
14.9,125.6,8.23,2394.9,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,62.18,routebottom_0,26.84,56.8,51.86,0.05,2.05,bottom,0
15.0,125.58,8.37,2394.66,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,62.34,routebottom_0,27.05,56.8,51.48,0.05,2.05,bottom,0
15.1,125.57,8.52,2394.41,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,62.5,routebottom_0,27.25,56.8,51.19,0.05,2.05,bottom,0
15.2,125.56,8.66,2394.15,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,62.65,routebottom_0,27.46,56.79,50.93,0.05,2.05,bottom,0
15.3,125.55,8.8,2393.89,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,62.81,routebottom_0,27.66,56.79,50.67,0.05,2.05,bottom,0
15.4,125.54,8.95,2393.62,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,62.97,routebottom_0,27.87,56.79,50.41,0.05,2.05,bottom,0
15.5,125.52,9.09,2393.36,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,63.12,routebottom_0,28.07,56.79,50.12,0.05,2.05,bottom,0
15.6,125.51,9.25,2393.1,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,63.28,routebottom_0,28.28,56.79,49.76,0.05,2.05,bottom,0
15.7,125.51,9.4,2392.85,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,63.43,routebottom_0,28.48,56.79,49.39,0.05,2.05,bottom,0
15.8,125.5,9.55,2392.6,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,63.58,routebottom_0,28.69,56.78,49.06,0.05,2.05,bottom,0
15.9,125.49,9.7,2392.36,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,63.73,routebottom_0,28.89,56.78,48.78,0.05,2.05,bottom,0
16.0,125.48,9.85,2392.14,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,63.88,routebottom_0,29.1,56.78,48.5,0.05,2.05,bottom,0
16.1,125.48,10.0,2391.93,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,64.03,routebottom_0,29.3,56.78,48.22,0.05,2.05,bottom,0
16.2,125.47,10.15,2391.74,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,64.18,routebottom_0,29.51,56.78,47.93,0.05,2.05,bottom,0
16.3,125.47,10.31,2391.57,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,64.33,routebottom_0,29.71,56.78,47.54,0.05,2.05,bottom,0
16.4,0.0,10.47,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,64.47,routebottom_0,29.92,56.77,47.15,0.0,2.05,bottom,0
16.5,0.0,10.63,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,64.62,routebottom_0,30.12,56.77,46.79,0.0,2.05,bottom,0
16.6,0.0,10.79,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,64.76,routebottom_0,30.33,56.77,46.48,0.0,2.05,bottom,0
16.7,0.0,10.94,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,64.9,routebottom_0,30.53,56.77,46.18,0.0,2.05,bottom,0
16.8,0.0,11.1,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,65.05,routebottom_0,30.74,56.77,45.88,0.0,2.05,bottom,0
16.9,0.0,11.26,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,65.19,routebottom_0,30.94,56.77,45.57,0.0,2.05,bottom,0
17.0,0.0,11.42,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,65.33,routebottom_0,31.15,56.77,45.19,0.0,2.05,bottom,0
17.1,0.0,11.59,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,65.47,routebottom_0,31.35,56.77,44.8,0.0,2.05,bottom,0
17.2,0.0,11.75,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,65.61,routebottom_0,31.56,56.77,44.42,0.0,2.05,bottom,0
17.3,0.0,11.91,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,65.75,routebottom_0,31.76,56.77,44.12,0.0,2.05,bottom,0
17.4,0.0,12.08,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,65.88,routebottom_0,31.97,56.77,43.82,0.0,2.05,bottom,0
17.5,0.0,12.24,0.0,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,0.0,0.0,0.0,66.02,routebottom_0,32.17,56.77,43.51,0.0,2.05,bottom,0
17.6,125.49,12.4,2391.74,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,66.16,routebottom_0,32.38,56.78,43.21,0.05,2.05,bottom,0
17.7,125.49,12.57,2391.97,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,66.29,routebottom_0,32.58,56.78,42.85,0.05,2.05,bottom,0
17.8,125.5,12.74,2392.24,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,66.43,routebottom_0,32.79,56.78,42.46,0.05,2.05,bottom,0
17.9,125.5,12.91,2392.54,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,66.56,routebottom_0,32.99,56.78,42.07,0.05,2.05,bottom,0
18.0,125.5,13.07,2392.87,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,66.69,routebottom_0,33.2,56.79,41.78,0.05,2.05,bottom,0
18.1,125.51,13.24,2393.24,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,66.82,routebottom_0,33.4,56.79,41.5,0.05,2.05,bottom,0
18.2,125.51,13.41,2393.65,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,66.95,routebottom_0,33.61,56.79,41.21,0.05,2.05,bottom,0
18.3,125.51,13.58,2394.09,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,67.09,routebottom_0,33.82,56.8,40.93,0.05,2.05,bottom,0
18.4,125.51,13.75,2394.57,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,67.21,routebottom_0,34.02,56.8,40.61,0.05,2.05,bottom,0
18.5,125.51,13.92,2395.07,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,67.34,routebottom_0,34.23,56.81,40.24,0.05,2.05,bottom,0
18.6,125.51,14.1,2395.62,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,67.47,routebottom_0,34.43,56.81,39.87,0.05,2.05,bottom,0
18.7,125.5,14.27,2396.2,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,67.59,routebottom_0,34.64,56.82,39.58,0.05,2.06,bottom,0
18.8,125.5,14.44,2396.81,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,67.72,routebottom_0,34.84,56.82,39.32,0.05,2.06,bottom,0
18.9,125.49,14.62,2397.46,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,67.85,routebottom_0,35.05,56.83,39.06,0.05,2.06,bottom,0
19.0,125.49,14.79,2398.14,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,67.97,routebottom_0,35.25,56.84,38.8,0.05,2.06,bottom,0
19.1,125.48,14.96,2398.85,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,68.1,routebottom_0,35.46,56.85,38.5,0.05,2.06,bottom,0
19.2,125.46,15.15,2399.6,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,68.21,routebottom_0,35.67,56.85,38.12,0.05,2.06,bottom,0
19.3,125.45,15.33,2400.38,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,68.33,routebottom_0,35.87,56.86,37.74,0.05,2.06,bottom,0
19.4,125.43,15.51,2401.2,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,68.45,routebottom_0,36.08,56.87,37.4,0.05,2.07,bottom,0
19.5,125.42,15.69,2402.05,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,68.57,routebottom_0,36.29,56.88,37.1,0.05,2.07,bottom,0
19.6,125.39,15.87,2402.94,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,68.68,routebottom_0,36.49,56.89,36.81,0.05,2.07,bottom,0
19.7,125.37,16.05,2403.86,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,68.8,routebottom_0,36.7,56.9,36.51,0.05,2.07,bottom,0
19.8,125.34,16.23,2404.81,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,68.92,routebottom_0,36.91,56.91,36.2,0.05,2.08,bottom,0
19.9,125.31,16.42,2405.8,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,69.03,routebottom_0,37.12,56.92,35.83,0.05,2.08,bottom,0
20.0,125.28,16.6,2406.82,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.03,0.63,69.15,routebottom_0,37.33,56.94,35.46,0.05,2.08,bottom,0
20.1,125.25,16.79,2407.88,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.04,1.04,0.63,69.26,routebottom_0,37.53,56.95,35.14,0.05,2.09,bottom,0
20.2,125.21,16.97,2408.98,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.63,69.37,routebottom_0,37.74,56.96,34.85,0.05,2.09,bottom,0
20.3,125.16,17.16,2410.11,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,69.49,routebottom_0,37.95,56.98,34.57,0.05,2.09,bottom,0
20.4,125.12,17.35,2411.28,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,69.6,routebottom_0,38.16,56.99,34.29,0.05,2.1,bottom,0
20.5,125.07,17.53,2412.48,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,69.71,routebottom_0,38.37,57.01,33.99,0.05,2.1,bottom,0
20.6,125.01,17.73,2413.73,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,69.82,routebottom_0,38.58,57.02,33.6,0.05,2.11,bottom,0
20.7,124.95,17.92,2415.01,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,69.92,routebottom_0,38.8,57.04,33.2,0.05,2.11,bottom,0
20.8,124.89,18.11,2416.33,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,70.03,routebottom_0,39.01,57.05,32.84,0.05,2.12,bottom,0
20.9,124.82,18.31,2417.69,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,70.14,routebottom_0,39.22,57.07,32.53,0.05,2.13,bottom,0
21.0,124.75,18.5,2419.1,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,70.24,routebottom_0,39.43,57.09,32.21,0.05,2.13,bottom,0
21.1,124.67,18.7,2420.54,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,70.35,routebottom_0,39.65,57.11,31.9,0.05,2.14,bottom,0
21.2,124.59,18.9,2422.03,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,70.46,routebottom_0,39.86,57.13,31.57,0.05,2.15,bottom,0
21.3,124.5,19.1,2423.56,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,70.56,routebottom_0,40.08,57.15,31.15,0.05,2.15,bottom,0
21.4,124.41,19.3,2425.13,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,70.66,routebottom_0,40.29,57.17,30.74,0.05,2.16,bottom,0
21.5,124.31,19.5,2426.76,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,70.76,routebottom_0,40.51,57.19,30.38,0.05,2.17,bottom,0
21.6,124.21,19.71,2428.42,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,70.86,routebottom_0,40.73,57.21,30.09,0.05,2.18,bottom,0
21.7,124.1,19.91,2430.14,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.04,0.62,70.96,routebottom_0,40.95,57.23,29.8,0.05,2.19,bottom,0
21.8,123.99,20.11,2431.9,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.05,0.62,71.06,routebottom_0,41.17,57.25,29.51,0.05,2.2,bottom,0
21.9,123.87,20.32,2433.71,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.05,0.62,71.16,routebottom_0,41.39,57.28,29.18,0.05,2.21,bottom,0
22.0,123.74,20.53,2435.57,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.05,0.62,71.26,routebottom_0,41.61,57.3,28.8,0.05,2.22,bottom,0
22.1,123.61,20.74,2437.49,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.05,1.05,0.62,71.35,routebottom_0,41.83,57.33,28.42,0.05,2.23,bottom,0
22.2,123.47,20.96,2439.45,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.62,71.45,routebottom_0,42.06,57.35,28.1,0.05,2.24,bottom,0
22.3,123.33,21.17,2441.47,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.62,71.55,routebottom_0,42.28,57.38,27.79,0.05,2.25,bottom,0
22.4,123.18,21.38,2443.55,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.62,71.65,routebottom_0,42.51,57.4,27.48,0.05,2.26,bottom,0
22.5,123.02,21.6,2445.68,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.62,71.75,routebottom_0,42.73,57.43,27.17,0.05,2.28,bottom,0
22.6,122.86,21.82,2447.86,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.62,71.84,routebottom_0,42.96,57.46,26.75,0.05,2.29,bottom,0
22.7,122.69,22.04,2450.11,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.61,71.93,routebottom_0,43.19,57.49,26.32,0.05,2.3,bottom,0
22.8,122.51,22.27,2452.41,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.05,0.61,72.02,routebottom_0,43.43,57.52,25.92,0.05,2.32,bottom,0
22.9,122.32,22.49,2454.76,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.06,0.61,72.11,routebottom_0,43.66,57.55,25.6,0.05,2.33,bottom,0
23.0,122.13,22.72,2457.18,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.06,0.61,72.2,routebottom_0,43.89,57.58,25.28,0.05,2.35,bottom,0
23.1,121.94,22.95,2459.66,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.06,0.61,72.29,routebottom_0,44.13,57.61,24.96,0.05,2.36,bottom,0
23.2,121.73,23.18,2462.2,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.06,0.61,72.38,routebottom_0,44.37,57.64,24.58,0.05,2.38,bottom,0
23.3,121.52,23.42,2464.8,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.06,0.61,72.46,routebottom_0,44.61,57.67,24.13,0.05,2.4,bottom,0
23.4,121.3,23.65,2467.46,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.06,0.61,72.55,routebottom_0,44.85,57.7,23.7,0.05,2.41,bottom,0
23.5,121.07,23.89,2470.18,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.06,1.06,0.61,72.63,routebottom_0,45.09,57.73,23.35,0.05,2.43,bottom,0
23.6,120.84,24.13,2472.97,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.07,1.06,0.61,72.71,routebottom_0,45.34,57.77,23.01,0.05,2.45,bottom,0
23.7,120.6,24.38,2475.81,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.07,1.06,0.61,72.8,routebottom_0,45.58,57.8,22.66,0.05,2.47,bottom,0
23.8,120.35,24.62,2478.72,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.07,1.07,0.6,72.88,routebottom_0,45.83,57.83,22.27,0.05,2.49,bottom,0
23.9,120.09,24.87,2481.69,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.07,1.07,0.6,72.96,routebottom_0,46.08,57.87,21.83,0.05,2.51,bottom,0
24.0,119.83,25.12,2484.71,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.07,1.07,0.6,73.04,routebottom_0,46.34,57.9,21.39,0.05,2.53,bottom,0
24.1,119.56,25.38,2487.8,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.07,1.07,0.6,73.12,routebottom_0,46.59,57.94,21.03,0.05,2.55,bottom,0
24.2,119.28,25.63,2490.95,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.07,1.07,0.6,73.2,routebottom_0,46.85,57.97,20.67,0.05,2.58,bottom,0
24.3,118.99,25.89,2494.15,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.07,1.07,0.6,73.28,routebottom_0,47.11,58.01,20.3,0.05,2.6,bottom,0
24.4,118.7,26.16,2497.42,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.07,1.07,0.6,73.36,routebottom_0,47.37,58.04,19.83,0.05,2.62,bottom,0
24.5,118.4,26.42,2500.73,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.07,1.08,0.6,73.43,routebottom_0,47.64,58.08,19.31,0.05,2.64,bottom,0
24.6,118.09,26.69,2504.1,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.07,1.08,0.59,73.5,routebottom_0,47.9,58.12,18.86,0.05,2.67,bottom,0
24.7,117.77,26.96,2507.52,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.59,73.57,routebottom_0,48.17,58.15,18.48,0.05,2.69,bottom,0
24.8,117.45,27.24,2510.99,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.59,73.64,routebottom_0,48.45,58.19,18.09,0.05,2.72,bottom,0
24.9,117.12,27.52,2514.51,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.59,73.71,routebottom_0,48.72,58.23,17.67,0.05,2.75,bottom,0
25.0,116.79,27.8,2518.06,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.59,73.78,routebottom_0,49.0,58.26,17.18,0.05,2.77,bottom,0
25.1,116.44,28.08,2521.66,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.08,1.08,0.59,73.84,routebottom_0,49.28,58.3,16.69,0.05,2.8,bottom,0
25.2,116.09,28.37,2525.29,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.08,1.09,0.59,73.91,routebottom_0,49.56,58.34,16.34,0.05,2.83,bottom,0
25.3,115.73,28.66,2528.96,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.08,1.09,0.58,73.98,routebottom_0,49.85,58.37,15.97,0.05,2.86,bottom,0
25.4,115.37,28.95,2532.65,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.08,1.09,0.58,74.05,routebottom_0,50.13,58.41,15.61,0.05,2.88,bottom,0
25.5,115.0,29.25,2536.36,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.08,1.09,0.58,74.1,routebottom_0,50.43,58.45,15.08,0.05,2.91,bottom,0
25.6,114.62,29.55,2540.09,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.08,1.09,0.58,74.15,routebottom_0,50.72,58.48,14.54,0.05,2.94,bottom,0
25.7,114.23,29.86,2543.83,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.08,1.09,0.58,74.21,routebottom_0,51.02,58.52,14.1,0.05,2.97,bottom,0
25.8,113.84,30.17,2547.58,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.09,1.1,0.58,74.26,routebottom_0,51.32,58.55,13.66,0.05,3.01,bottom,0
25.9,113.45,30.48,2551.33,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.09,1.1,0.57,74.32,routebottom_0,51.62,58.59,13.21,0.05,3.04,bottom,0
26.0,113.04,30.79,2555.07,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.09,1.1,0.57,74.37,routebottom_0,51.93,58.63,12.64,0.05,3.07,bottom,0
26.1,112.63,31.11,2558.8,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.09,1.1,0.57,74.41,routebottom_0,52.24,58.66,12.09,0.05,3.1,bottom,0
26.2,112.21,31.44,2562.5,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.09,1.1,0.57,74.46,routebottom_0,52.55,58.69,11.68,0.05,3.13,bottom,0
26.3,111.79,31.76,2566.16,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.09,1.1,0.57,74.51,routebottom_0,52.87,58.73,11.27,0.05,3.17,bottom,0
26.4,111.36,32.1,2569.79,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.09,1.1,0.57,74.55,routebottom_0,53.19,58.76,10.8,0.05,3.2,bottom,0
26.5,110.93,32.43,2573.37,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.09,1.11,0.56,74.58,routebottom_0,53.51,58.8,10.21,0.05,3.23,bottom,0
26.6,110.49,32.77,2576.89,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.09,1.11,0.56,74.62,routebottom_0,53.84,58.83,9.67,0.05,3.27,bottom,0
26.7,110.04,33.11,2580.35,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.09,1.11,0.56,74.65,routebottom_0,54.17,58.86,9.18,0.05,3.3,bottom,0
26.8,109.59,33.46,2583.73,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.09,1.11,0.56,74.68,routebottom_0,54.5,58.89,8.68,0.05,3.34,bottom,0
26.9,109.13,33.81,2587.04,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.09,1.11,0.56,74.71,routebottom_0,54.84,58.92,8.08,0.05,3.37,bottom,0
27.0,108.67,34.16,2590.22,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.09,1.11,0.55,74.73,routebottom_0,55.18,58.95,7.46,0.05,3.41,bottom,0
27.1,108.2,34.52,2593.26,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.1,1.11,0.55,74.75,routebottom_0,55.53,58.98,7.01,0.05,3.44,bottom,0
27.2,107.72,34.88,2596.16,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.1,1.12,0.55,74.78,routebottom_0,55.87,59.01,6.57,0.05,3.48,bottom,0
27.3,107.24,35.25,2598.93,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.1,1.12,0.55,74.79,routebottom_0,56.23,59.04,6.02,0.05,3.52,bottom,0
27.4,106.76,35.62,2601.55,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.1,1.12,0.55,74.8,routebottom_0,56.58,59.06,5.39,0.05,3.55,bottom,0
27.5,106.27,36.0,2604.01,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.1,1.12,0.54,74.81,routebottom_0,56.94,59.09,4.86,0.05,3.59,bottom,0
27.6,105.78,36.37,2606.33,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.1,1.12,0.54,74.82,routebottom_0,57.3,59.12,4.34,0.05,3.63,bottom,0
27.7,105.28,36.71,2608.48,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.1,1.12,0.54,74.82,routebottom_0,0.07,59.14,3.8,0.05,3.66,right,0
27.8,104.78,37.1,2610.46,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.1,1.12,0.54,74.81,routebottom_0,0.44,59.16,3.1,0.05,3.7,right,0
27.9,104.27,37.49,2612.26,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.1,1.12,0.53,74.8,routebottom_0,0.81,59.18,2.56,0.05,3.74,right,0
28.0,103.76,37.88,2613.74,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.1,1.12,0.53,74.8,routebottom_0,1.19,59.21,2.05,0.05,3.78,right,0
28.1,103.23,38.28,2614.31,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.1,1.12,0.53,74.78,routebottom_0,1.57,59.22,1.47,0.05,3.81,right,0
28.2,102.7,38.68,2614.78,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.09,1.12,0.53,74.76,routebottom_0,1.96,59.24,0.74,0.05,3.85,right,0
28.3,102.17,39.08,2615.15,0.0,idm,idm_0,HBEFA3/PC_G_EU4,0.0,1.09,1.12,0.52,74.73,routebottom_0,2.35,59.26,0.16,0.05,3.89,right,0
